name,slug,city,state,phone,rating,reviews,place_id,reviews_link,predicted_label,r_30,r_60,r_90,r_365,first_review_date,parsed_working_hours,email_1,site,latitude,longitude,modern_trust_preview,logo_storage_path
"Bama Air Systems Mechanical Contractors, Inc",bama-air-systems-mechanical-contractors-inc,Cullman,Alabama,+1 256-734-4181,5.0,225,ChIJmw82FHzKiYgRqR1Aw60V5vY,"https://search.google.com/local/reviews?placeid=ChIJmw82FHzKiYgRqR1Aw60V5vY&q=hvac,+Cullman,+AL,+US&authuser=0&hl=en&gl=US",logo,12,43,65,146,03/2016,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",alan.bamaair@bellsouth.net,http://www.bamaairsystems.com/,34.1196591,-86.8581654,https://atlasgrowth.ai/t/modern-trust/bama-air-systems-mechanical-contractors-inc,/logos/bama-air-systems-mechanical-contractors-inc.png
Christian and Son LLC Heating and Cooling,christian-and-son-llc-heating-and-cooling,Cullman,Alabama,+1 256-262-3078,4.9,92,ChIJy-S-2opSiIgRPM2nlAVjEiA,"https://search.google.com/local/reviews?placeid=ChIJy-S-2opSiIgRPM2nlAVjEiA&q=hvac,+Cullman,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,11,14,56,08/2021,"{""monday"": ""7AM-5PM"", ""tuesday"": ""7AM-5PM"", ""wednesday"": ""7AM-5PM"", ""thursday"": ""7AM-5PM"", ""friday"": ""7AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",,https://www.christianandsonllc.com/,34.1265503,-86.8537377,https://atlasgrowth.ai/t/modern-trust/christian-and-son-llc-heating-and-cooling,
"Cullman Supply, LLC",cullman-supply-llc,Cullman,Alabama,+1 256-735-4107,4.7,13,ChIJIaXOeczNiYgRnyDQaFjkD5M,"https://search.google.com/local/reviews?placeid=ChIJIaXOeczNiYgRnyDQaFjkD5M&q=hvac,+Cullman,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,0,0,12/2024,"{""monday"": ""7AM-4:30PM"", ""tuesday"": ""7AM-4:30PM"", ""wednesday"": ""7AM-4:30PM"", ""thursday"": ""7AM-4:30PM"", ""friday"": ""7AM-4:30PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",,,34.2119611,-86.8475978,https://atlasgrowth.ai/t/modern-trust/cullman-supply-llc,/logos/cullman-supply-llc.png
High Caliber Mechanical,high-caliber-mechanical,Cullman,Alabama,+1 256-364-5343,5.0,141,ChIJ8fbnbDY3iIgR3QhOkcwG4cg,"https://search.google.com/local/reviews?placeid=ChIJ8fbnbDY3iIgR3QhOkcwG4cg&q=hvac,+Cullman,+AL,+US&authuser=0&hl=en&gl=US",logo,3,10,14,65,08/2019,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",drew@highcalibermechanical.com,https://www.highcalibermechanical.com/,34.1991558,-86.797388,https://atlasgrowth.ai/t/modern-trust/high-caliber-mechanical,/logos/high-caliber-mechanical.png
Payne's Heating & Air Conditioning Services,paynes-heating-air-conditioning-services,Cullman,Alabama,+1 256-347-2634,5.0,159,ChIJe8MTq-nJiYgRw9Hj5VanUp0,"https://search.google.com/local/reviews?placeid=ChIJe8MTq-nJiYgRw9Hj5VanUp0&q=hvac,+Cullman,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,3,4,14,12/2018,"{""monday"": ""7AM-8PM"", ""tuesday"": ""7AM-8PM"", ""wednesday"": ""7AM-8PM"", ""thursday"": ""7AM-8PM"", ""friday"": ""7AM-8PM"", ""saturday"": ""7AM-8PM"", ""sunday"": ""7AM-8PM""}",hello@rfuenzalida.com,https://paynesheatingandair.godaddysites.com/,34.1564,-86.784548,https://atlasgrowth.ai/t/modern-trust/paynes-heating-air-conditioning-services,
Plus One Heating and Air,plus-one-heating-and-air,Cullman,Alabama,+1 256-531-9779,5.0,17,ChIJNXfgM5XNiYgR5KllmJuZMsk,"https://search.google.com/local/reviews?placeid=ChIJtbvSljgXiYgRlvB77QwIRV4&q=hvac+contractor,+35204,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US",logo,4,14,28,77,10/2024,"{""monday"": ""8AM-8PM"", ""tuesday"": ""8AM-8PM"", ""wednesday"": ""8AM-8PM"", ""thursday"": ""8AM-8PM"", ""friday"": ""8AM-8PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",shawn@plusoneheatingandair.com,https://plusoneheatingandair.com/cullman-hvac-contractor/,34.2085527,-86.8587606,https://atlasgrowth.ai/t/modern-trust/plus-one-heating-and-air,/logos/plus-one-heating-and-air.png
Pro Refrigeration & Cooling,pro-refrigeration-cooling,Cullman,Alabama,,5.0,14,ChIJlZye3KjPiYgRDtYeyXMdHpo,"https://search.google.com/local/reviews?placeid=ChIJlZye3KjPiYgRDtYeyXMdHpo&q=hvac,+Cullman,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,0,1,11/2024,"{""monday"": ""8AM-5PM"", ""tuesday"": ""8AM-5PM"", ""wednesday"": ""8AM-5PM"", ""thursday"": ""8AM-5PM"", ""friday"": ""8AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",anapbm@gmail.com,https://prorefrigerationcooling.com/,34.1476023,-86.8275161,https://atlasgrowth.ai/t/modern-trust/pro-refrigeration-cooling,/logos/pro-refrigeration-cooling.png
Sears Heating & Cooling LLC,sears-heating-cooling-llc,Cullman,Alabama,+1 256-338-5363,5.0,12,ChIJ8fRBVfPPiYgRe_4Udmrvw4E,"https://search.google.com/local/reviews?placeid=ChIJj8S3u_fPjIgRErOyODFNpNA&q=hvac,+36868,+Phenix+City,+AL,+US&authuser=0&hl=en&gl=US",logo,0,1,2,9,12/2024,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",,,34.239203,-86.776027,https://atlasgrowth.ai/t/modern-trust/sears-heating-cooling-llc,/logos/sears-heating-cooling-llc.png
Veterans Cooling and Heating,veterans-cooling-and-heating,Cullman,Alabama,+1 256-841-2624,5.0,6,ChIJm-1qyFQwmE8R7EaZa3neZHY,"https://search.google.com/local/reviews?placeid=ChIJm-1qyFQwmE8R7EaZa3neZHY&q=hvac,+Cullman,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,0,6,03/2025,"{""monday"": ""9AM-7PM"", ""tuesday"": ""9AM-7PM"", ""wednesday"": ""9AM-7PM"", ""thursday"": ""9AM-7PM"", ""friday"": ""9AM-7PM"", ""saturday"": ""9AM-7PM"", ""sunday"": ""9AM-7PM""}",,http://veteranscooling.com/,34.2192932,-86.9866984,https://atlasgrowth.ai/t/modern-trust/veterans-cooling-and-heating,/logos/veterans-cooling-and-heating.png
"Greg Boddie Heating & Air, LLC",greg-boddie-heating-air-llc,Cusseta,Alabama,+1 706-590-8972,4.8,153,ChIJU1x5D9q9jIgReWH48xGrTvo,"https://search.google.com/local/reviews?placeid=ChIJU1x5D9q9jIgReWH48xGrTvo&q=hvac,+Cusseta,+AL,+US&authuser=0&hl=en&gl=US",logo,1,9,17,66,03/2019,"{""monday"": ""8AM-5PM"", ""tuesday"": ""8AM-5PM"", ""wednesday"": ""8AM-5PM"", ""thursday"": ""8AM-5PM"", ""friday"": ""8AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",gboddieheatingandair@gmail.com,http://www.gregboddieheatingandair.com/,32.7245604,-85.2418581,https://atlasgrowth.ai/t/modern-trust/greg-boddie-heating-air-llc,/logos/greg-boddie-heating-air-llc.png
Chad's AC Direct,chads-ac-direct,Dadeville,Alabama,+1 334-453-4333,4.8,35,ChIJo3cMtoNpjIgRwfwWGt4MtjE,"https://search.google.com/local/reviews?placeid=ChIJo3cMtoNpjIgRwfwWGt4MtjE&q=hvac,+Dadeville,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,0,0,01/2024,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",leonard@chadsacdirect.com,https://www.chadsacdirect.com/?utm_source=google,32.7232257,-85.8161206,https://atlasgrowth.ai/t/modern-trust/chads-ac-direct,/logos/chads-ac-direct.png
JNB services LLC,jnb-services-llc,Daleville,Alabama,+1 334-202-6277,4.1,75,ChIJq9DsyK9mkogRFHGYbBjzj30,"https://search.google.com/local/reviews?placeid=ChIJq9DsyK9mkogRFHGYbBjzj30&q=hvac,+Daleville,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,1,8,05/2022,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",,https://www.facebook.com/constructoncompany/,31.3006506,-85.7169802,https://atlasgrowth.ai/t/modern-trust/jnb-services-llc,/logos/jnb-services-llc.png
5 Starr Heating and Air,5-starr-heating-and-air,Daphne,Alabama,+1 251-223-1217,5.0,14,ChIJeQQrtFSsOm0RT88JtqOB2eM,"https://search.google.com/local/reviews?placeid=ChIJeQQrtFSsOm0RT88JtqOB2eM&q=hvac,+Daphne,+AL,+US&authuser=0&hl=en&gl=US",logo,1,2,4,8,11/2024,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",5starrheatingandair@gmail.com,https://www.5starrheatingandair.com/,30.5968563,-87.8683253,https://atlasgrowth.ai/t/modern-trust/5-starr-heating-and-air,/logos/5-starr-heating-and-air.png
Hembree Heating & Air Conditioning,hembree-heating-air-conditioning,Daphne,Alabama,+1 251-259-4664,4.9,196,ChIJBYtWT2YVmogRhRsT_kqjUv4,"https://search.google.com/local/reviews?placeid=ChIJ1-Ak_D8y84gRlPeVUDQnxOw&q=hvac,+36868,+Phenix+City,+AL,+US&authuser=0&hl=en&gl=US",logo,3,12,15,72,05/2017,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",josh@hembreeac.com,https://www.hembreeac.com/,30.5945583,-87.8988901,https://atlasgrowth.ai/t/modern-trust/hembree-heating-air-conditioning,/logos/hembree-heating-air-conditioning.png
Home Services at The Home Depot,home-services-at-the-home-depot,Daphne,Alabama,+1 844-476-2140,2.4,7,ChIJW6sLiwZDmogRE-VMg7jwiU8,"https://search.google.com/local/reviews?placeid=ChIJt6Ps5ocQiYgR6sPvQI1B0Rw&q=hvac+contractor,+35222,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,0,1,6,03/2025,"{""monday"": ""6AM-10PM"", ""tuesday"": ""6AM-10PM"", ""wednesday"": ""6AM-10PM"", ""thursday"": ""6AM-10PM"", ""friday"": ""6AM-10PM"", ""saturday"": ""6AM-10PM"", ""sunday"": ""8AM-8PM""}",public_relations@homedepot.com,https://www.homedepot.com/l/Daphne/AL/Daphne/36526/863/services?emt=HSGMBGoogleMaps,30.6536994,-87.9012426,https://atlasgrowth.ai/t/modern-trust/home-services-at-the-home-depot,
Kool Koncepts Heating & Air,kool-koncepts-heating-air,Deatsville,Alabama,+1 334-301-4642,4.9,76,ChIJ2SivwOqbjogRNttwjO6xHWw,"https://search.google.com/local/reviews?placeid=ChIJ2SivwOqbjogRNttwjO6xHWw&q=hvac,+Deatsville,+AL,+US&authuser=0&hl=en&gl=US",logo,0,1,1,5,04/2022,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",koolkonceptsllc@gmail.com,https://koolkonceptsheatingandairllc.com/,32.5523257,-86.3852443,https://atlasgrowth.ai/t/modern-trust/kool-koncepts-heating-air,/logos/kool-koncepts-heating-air.png
Johnson Heating Air Conditioning and Refrigeration,johnson-heating-air-conditioning-and-refrigeration,Decatur,Alabama,+1 256-303-2115,3.7,6,ChIJ0QZ4KEN-YogRIIvapktsei0,"https://search.google.com/local/reviews?placeid=ChIJ_2ieiM4OdqIR8dar8nJxSCA&q=hvac,+36868,+Phenix+City,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,0,0,0,03/2025,"{""monday"": ""7AM-5PM"", ""tuesday"": ""7AM-5PM"", ""wednesday"": ""7AM-5PM"", ""thursday"": ""7AM-5PM"", ""friday"": ""7AM-5PM"", ""saturday"": ""8AM-5PM"", ""sunday"": ""8AM-5AM""}",,,34.5319177,-86.8725053,https://atlasgrowth.ai/t/modern-trust/johnson-heating-air-conditioning-and-refrigeration,
"Williams Heating And Cooling, LLC",williams-heating-and-cooling-llc,Decatur,Alabama,+1 256-227-9828,5.0,51,ChIJh7aiijh-YogRDRYvqOkwkpw,"https://search.google.com/local/reviews?placeid=ChIJh7aiijh-YogRDRYvqOkwkpw&q=hvac,+Decatur,+AL,+US&authuser=0&hl=en&gl=US",logo,3,4,5,13,05/2023,"{""monday"": ""7AM-5PM"", ""tuesday"": ""7AM-5PM"", ""wednesday"": ""7AM-5PM"", ""thursday"": ""7AM-5PM"", ""friday"": ""7AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",mike@williamsbrothershvac.com,https://williamsbrothershvac.com/,34.5270926,-86.8832083,https://atlasgrowth.ai/t/modern-trust/williams-heating-and-cooling-llc,/logos/williams-heating-and-cooling-llc.png
Wittichen Supply Co,wittichen-supply-co,Decatur,Alabama,+1 256-353-7712,4.7,46,ChIJqzGq-aCGYogRX2nNnJSMvNE,"https://search.google.com/local/reviews?placeid=ChIJqzGq-aCGYogRX2nNnJSMvNE&q=hvac,+Decatur,+AL,+US&authuser=0&hl=en&gl=US",not_logo,2,4,6,16,07/2023,"{""monday"": ""7AM-5PM"", ""tuesday"": ""7AM-5PM"", ""wednesday"": ""7AM-5PM"", ""thursday"": ""7AM-5PM"", ""friday"": ""7AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",charlesh@wittichen-supply.com,http://wittichen-supply.com/,34.5794088,-86.9804425,https://atlasgrowth.ai/t/modern-trust/wittichen-supply-co,
Wehby Heating and Cooling,wehby-heating-and-cooling,Dora,Alabama,+1 205-527-5918,3.9,19,ChIJVyN4PeX4iIgRAyiUmZe4gVQ,"https://search.google.com/local/reviews?placeid=ChIJVyN4PeX4iIgRAyiUmZe4gVQ&q=hvac,+Dora,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,0,0,09/2024,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""Closed""}",info@wehbyheatingandcooling.com,http://wehbyheatingandcooling.com/contact,33.723552,-87.010841,https://atlasgrowth.ai/t/modern-trust/wehby-heating-and-cooling,/logos/wehby-heating-and-cooling.png
A+ Maintenance Services Co. Inc,a-maintenance-services-co-inc,Dothan,Alabama,+1 334-714-6305,3.4,114,ChIJj58RPGrtkogRCurWblXTzpw,"https://search.google.com/local/reviews?placeid=ChIJj58RPGrtkogRCurWblXTzpw&q=hvac,+Dothan,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,0,0,6,09/2020,"{""monday"": ""7AM-5PM"", ""tuesday"": ""7AM-5PM"", ""wednesday"": ""7AM-5PM"", ""thursday"": ""7AM-5PM"", ""friday"": ""7AM-5PM"", ""saturday"": ""7AM-11PM"", ""sunday"": ""Closed""}",,,31.1567973,-85.4214347,https://atlasgrowth.ai/t/modern-trust/a-maintenance-services-co-inc,
Aaron Frost Refrigeration Heating and Cooling,aaron-frost-refrigeration-heating-and-cooling,Dothan,Alabama,+1 334-699-2665,3.9,84,ChIJg5GnW0WSkogRtCaV48kimzQ,"https://search.google.com/local/reviews?placeid=ChIJg5GnW0WSkogRtCaV48kimzQ&q=hvac,+Dothan,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,0,0,0,12/2021,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",service@aaronfrost.com,,31.2025735,-85.4194578,https://atlasgrowth.ai/t/modern-trust/aaron-frost-refrigeration-heating-and-cooling,
Air Conditioning Associates,air-conditioning-associates,Dothan,Alabama,+1 334-792-1106,3.9,7,ChIJv82WjmiTkogRFB6erULY_Mg,"https://search.google.com/local/reviews?placeid=ChIJv82WjmiTkogRFB6erULY_Mg&q=hvac,+Dothan,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,0,1,03/2025,"{""monday"": ""7AM-5PM"", ""tuesday"": ""7AM-5PM"", ""wednesday"": ""7AM-5PM"", ""thursday"": ""7AM-5PM"", ""friday"": ""7AM-5AM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",info@acassociates-inc.net,https://acassociates-inc.net/,31.2056565,-85.3659572,https://atlasgrowth.ai/t/modern-trust/air-conditioning-associates,/logos/air-conditioning-associates.png
"Alpha Heating and Cooling, LLC",alpha-heating-and-cooling-llc,Dothan,Alabama,+1 334-714-1141,5.0,26,ChIJ195TVF3rkogR6sdXguInvgE,"https://search.google.com/local/reviews?placeid=ChIJ195TVF3rkogR6sdXguInvgE&q=hvac,+Dothan,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,1,1,1,05/2024,,,,31.1560591,-85.3448329,https://atlasgrowth.ai/t/modern-trust/alpha-heating-and-cooling-llc,
Buddy's Plumbing,buddys-plumbing,Dothan,Alabama,+1 334-500-4393,4.0,42,ChIJGUkEpUqSkogRyCXyuRQEj2A,"https://search.google.com/local/reviews?placeid=ChIJGUkEpUqSkogRyCXyuRQEj2A&q=hvac,+Dothan,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,0,0,1,09/2023,"{""monday"": ""8AM-5PM"", ""tuesday"": ""8AM-5PM"", ""wednesday"": ""8AM-5PM"", ""thursday"": ""8AM-5PM"", ""friday"": ""8AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",info@mediamechanical.net,http://buddysdothan.com/,31.256851,-85.3992163,https://atlasgrowth.ai/t/modern-trust/buddys-plumbing,
Dothan Heating And Air Conditioning,dothan-heating-and-air-conditioning,Dothan,Alabama,+1 334-465-4128,4.5,6,ChIJDdjbpoSLkogRkwB6x9XblWg,"https://search.google.com/local/reviews?placeid=ChIJDdjbpoSLkogRkwB6x9XblWg&q=hvac,+Dothan,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,0,0,0,03/2025,"{""monday"": ""7AM-8PM"", ""tuesday"": ""7AM-8PM"", ""wednesday"": ""7AM-8PM"", ""thursday"": ""7AM-8PM"", ""friday"": ""7AM-8PM"", ""saturday"": ""7AM-8PM"", ""sunday"": ""7AM-8PM""}",,,31.2292773,-85.4350234,https://atlasgrowth.ai/t/modern-trust/dothan-heating-and-air-conditioning,
"Eco Heating and Cooling, LLC",eco-heating-and-cooling-llc,Dothan,Alabama,+1 334-435-1313,4.8,156,ChIJ0_bIFgGOkogRhAzD__1dQBE,"https://search.google.com/local/reviews?placeid=ChIJ0_bIFgGOkogRhAzD__1dQBE&q=hvac,+Dothan,+AL,+US&authuser=0&hl=en&gl=US",logo,1,1,1,10,01/2019,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",info@ecoheatingandcooling.com,https://www.ecoheatingandcooling.com/,31.2156643,-85.4094858,https://atlasgrowth.ai/t/modern-trust/eco-heating-and-cooling-llc,/logos/eco-heating-and-cooling-llc.png
Jackson Air conditioning Services,jackson-air-conditioning-services,Dothan,Alabama,+1 251-314-8377,3.0,6,ChIJFQ4Fyg6TkogRQ2XyhFo--g4,"https://search.google.com/local/reviews?placeid=ChIJFQ4Fyg6TkogRQ2XyhFo--g4&q=hvac,+Dothan,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,0,0,0,03/2025,"{""monday"": ""7AM-8:30PM"", ""tuesday"": ""7AM-8:30PM"", ""wednesday"": ""7AM-8:30PM"", ""thursday"": ""7AM-8:30PM"", ""friday"": ""7AM-8:30PM"", ""saturday"": ""Closed"", ""sunday"": ""7AM-8:30PM""}",,,31.2197122,-85.3820899,https://atlasgrowth.ai/t/modern-trust/jackson-air-conditioning-services,
Prime HVAC LLC,prime-hvac-llc,Dothan,Alabama,+1 334-803-2522,5.0,115,ChIJm9zgNR2NkogRS4e05NgW_wg,"https://search.google.com/local/reviews?placeid=ChIJm9zgNR2NkogRS4e05NgW_wg&q=hvac,+Dothan,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,0,5,09/2020,"{""monday"": ""8AM-5PM"", ""tuesday"": ""8AM-5PM"", ""wednesday"": ""8AM-5PM"", ""thursday"": ""8AM-5PM"", ""friday"": ""8AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",prime.hvac.llc.0@gmail.com,http://www.primehvacdothan.com/?utm_source=gmb,31.2376201,-85.404342,https://atlasgrowth.ai/t/modern-trust/prime-hvac-llc,/logos/prime-hvac-llc.png
Refrigeration,refrigeration,Dothan,Alabama,,4.8,34,ChIJceQwxpaTkogRmyKVU1_RcS8,"https://search.google.com/local/reviews?placeid=ChIJceQwxpaTkogRmyKVU1_RcS8&q=hvac,+Dothan,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,2,2,3,01/2024,"{""monday"": ""7AM-9PM"", ""tuesday"": ""7AM-9PM"", ""wednesday"": ""7AM-9PM"", ""thursday"": ""7AM-9PM"", ""friday"": ""7AM-9PM"", ""saturday"": ""9AM-7PM"", ""sunday"": ""9AM-7PM""}",,,31.2405299,-85.3706075,https://atlasgrowth.ai/t/modern-trust/refrigeration,
Service CO-AC & Heating,service-co-ac-heating,Dothan,Alabama,,5.0,30,ChIJyecZxh6TkogRDIy9uRmorr4,"https://search.google.com/local/reviews?placeid=ChIJyecZxh6TkogRDIy9uRmorr4&q=hvac,+Dothan,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,0,0,2,03/2024,"{""monday"": ""7AM-9PM"", ""tuesday"": ""7AM-9PM"", ""wednesday"": ""7AM-9PM"", ""thursday"": ""7AM-9PM"", ""friday"": ""7AM-9PM"", ""saturday"": ""9AM-7PM"", ""sunday"": ""9AM-7PM""}",,,31.2107524,-85.3923034,https://atlasgrowth.ai/t/modern-trust/service-co-ac-heating,
Steadman’s Heating And Air LLC,steadmans-heating-and-air-llc,Dothan,Alabama,+1 334-796-3577,5.0,159,ChIJkVqfkbONkogRRuq-ZcQ7jR0,"https://search.google.com/local/reviews?placeid=ChIJkVqfkbONkogRRuq-ZcQ7jR0&q=hvac,+Dothan,+AL,+US&authuser=0&hl=en&gl=US",logo,2,10,14,80,12/2018,"{""monday"": ""8AM-6PM"", ""tuesday"": ""8AM-6PM"", ""wednesday"": ""8AM-9PM"", ""thursday"": ""8AM-9PM"", ""friday"": ""8AM-6PM"", ""saturday"": ""8AM-6PM"", ""sunday"": ""8AM-6PM""}",arod2.as@gmail.com,http://www.steadmanshvac.com/,31.2131953,-85.4867183,https://atlasgrowth.ai/t/modern-trust/steadmans-heating-and-air-llc,/logos/steadmans-heating-and-air-llc.png
Warrington Heating & Cooling,warrington-heating-cooling,Dothan,Alabama,+1 334-792-7996,4.3,11,ChIJX1sqOVCSkogRSOwnTu5L804,"https://search.google.com/local/reviews?placeid=ChIJX1sqOVCSkogRSOwnTu5L804&q=hvac,+Dothan,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,0,0,0,12/2024,"{""monday"": ""9AM-5PM"", ""tuesday"": ""9AM-5PM"", ""wednesday"": ""9AM-5PM"", ""thursday"": ""9AM-5PM"", ""friday"": ""9AM-5PM"", ""saturday"": ""9AM-5PM"", ""sunday"": ""9AM-5PM""}",,,31.2369239,-85.4052332,https://atlasgrowth.ai/t/modern-trust/warrington-heating-cooling,
Wittichen Supply Co,wittichen-supply-co,Dothan,Alabama,+1 334-794-4325,4.9,11,ChIJlcwjPLiTkogRC8fBj-NIXE8,"https://search.google.com/local/reviews?placeid=ChIJlcwjPLiTkogRC8fBj-NIXE8&q=hvac,+Dothan,+AL,+US&authuser=0&hl=en&gl=US",not_logo,2,4,6,16,12/2024,"{""monday"": ""7AM-5PM"", ""tuesday"": ""7AM-5PM"", ""wednesday"": ""7AM-5PM"", ""thursday"": ""7AM-5PM"", ""friday"": ""7AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",charlesh@wittichen-supply.com,https://wittichen-supply.com/,31.2468911,-85.3850491,https://atlasgrowth.ai/t/modern-trust/wittichen-supply-co,
AV Heating and Cooling LLC,av-heating-and-cooling-llc,Eastaboga,Alabama,,5.0,6,ChIJValNc2WMOwUR83vh8Jry7sg,"https://search.google.com/local/reviews?placeid=ChIJValNc2WMOwUR83vh8Jry7sg&q=hvac,+Eastaboga,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,0,5,03/2025,"{""monday"": ""8AM-5PM"", ""tuesday"": ""8AM-5PM"", ""wednesday"": ""8AM-5PM"", ""thursday"": ""8AM-5PM"", ""friday"": ""8AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",avhvac@outlook.com,https://avheatingandcoolingllc.com/,33.5716075,-86.0329011,https://atlasgrowth.ai/t/modern-trust/av-heating-and-cooling-llc,/logos/av-heating-and-cooling-llc.png
Central Alabama Air Care LLC,central-alabama-air-care-llc,Eclectic,Alabama,+1 334-580-0487,4.6,9,ChIJA2ZWlEY9jIgRWnsmIxHKk4c,"https://search.google.com/local/reviews?placeid=ChIJA2ZWlEY9jIgRWnsmIxHKk4c&q=hvac,+Eclectic,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,0,1,01/2025,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",alaircare20@gmail.com,http://www.centralalair.com/,32.6010118,-86.017937,https://atlasgrowth.ai/t/modern-trust/central-alabama-air-care-llc,/logos/central-alabama-air-care-llc.png
Mr. AC,mr-ac,Eclectic,Alabama,+1 334-639-0061,4.9,73,ChIJD-5fYVeTjIgR3BbTpl-L2rY,"https://search.google.com/local/reviews?placeid=ChIJD-5fYVeTjIgR3BbTpl-L2rY&q=hvac,+Eclectic,+AL,+US&authuser=0&hl=en&gl=US",logo,2,4,6,28,06/2022,"{""monday"": ""7AM-4:30PM"", ""tuesday"": ""7AM-4:30PM"", ""wednesday"": ""7AM-4:30PM"", ""thursday"": ""7AM-4:30PM"", ""friday"": ""7AM-4:30PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",,,32.6851182,-86.0192763,https://atlasgrowth.ai/t/modern-trust/mr-ac,/logos/mr-ac.png
